Data_Quality_Notes,type,title,director,cast,release_year,rating,Duration_Value,Duration_Unit,listed_in,description,Data_Quality_Notes
s913,TV Show,Stalker,Not Mentioned,Dr. Lorraine Sheridan,2008,16+,1,Season,Tv Shows,"""Stalker"" Reconstructs The Behavior Of Dangerous And Obsessed Stalkers, Diving Into Their Psychological Profiles Using Police Reports And Testimony From Victims And Their Families.",
s914,Movie,Stalked By My Doctor,Doug Campbell,"Eric Roberts, Brianna Chomer, Deborah Zoe",2015,Not Rated,88,Min,"Drama, Suspense","Sophie Has A Bright Future Ahead, But When A Terrible Accident Threatens To Derail Everything She'S Worked For, The Renowned Dr. Albert Beck Is Able To Save Her Life. As Sophie Recovers, Dr. Beck Develops A Strange Obsession Over Sophie And Kidnaps Her. With Time Running Out, It Is Now Up To Sophie To Escape From The Maniacal Dr. Beck.",
s915,Movie,Stained Glass Windows,Not Mentioned,Not Mentioned,2010,16+,88,Min,Drama,"After Suffering Abuse From Her Boyfriend And Bullying At School, Goth Girl Cherry (Emelie O'Hara) Turns To Martial Arts To Create A New Life For Herself. As She Becomes Stronger In Body And Spirit, She Finds Herself Drawn To A New Kind Of Life. Cherry Begins To Rid Herself Of Her Unhealthy Relationships And Comes To Terms With Her Nascent Homosexuality.",
s916,Movie,Stained,Karen Lam,Not Mentioned,2011,16+,91,Min,Suspense,"Isabelle Struggles To Hold Her Loveless Existence, And Her Sanity Together As Loneliness Continue To Mount. When Her Former Lover"" James"" Suddenly Appear In Her Shop, She Decides To Chance Another Romantic Relationship. As The Twists And Turns Of Isabelle'S Present Reveal And Resurrect Her History, Paranoia Sets In. To Whom Does Isabelle'S Romance Pose The Greatest Threat?",
s917,Movie,Stagecoach - The Original John Wayne Classic,John Ford,"John Wayne, Claire Trevor, Andy Devine, John Carradine, Thomas Mitchell, Louise Platt, George Bancroft, Donald Meek, Tim Holt, Tom Tyler, Yakima Canutt",1939,7+,96,Min,"Adventure, Drama, Western","A Stagecoach Sets Off Across The Untamed Wilderness Carrying A Mixed Assortment Of Characters Whose Journey Is Complicated By An Apache Raiding Party. Directed By John Ford, The Original 1939 Stagecoach Has Long Been Recognized As One Of The Most Influential Films Ever Made & Transcends The Western Genre. Winner Of 2 Academy Awards & 5 Nominations, It Features John Wayne In His Breakthrough Role!",
s918,Movie,Stage Door Canteen,Frank Borzage,"Judith Anderson, Kenny Baker, Tallulah Bankhead, Ralph Bellamy, Charlie Mccarthy, Ray Bolger, Gracie Fields, Katharine Hepburn, Lynn Fontanne",1943,13+,135,Min,"Arts, Entertainment, And Culture, Comedy, Military And War","A War Time Romance Bloomes In Wwii Between Canteen Hostess Eileen And Visiting Soldier Dakota At New York'S Famous Stage Door Canteen. Their Story Provides The Backdrop For Showing The Greatest Film, Stage, Comedy, And Musical Actors Of The Day Performing Multiple Plays, Acts, And Musical Numbers, Or Serving Drinks And Food To U.S. Servicemen At This Famous Non-Profit Establishment. See The Likes Of Katherine Hepburn, Helen Hayes, Kenny Baker, Ralph Bellamy, Charlie Mccarthy, Ray Bolger, Tallulah Bankhead, Jean Hersholt, Gypsy Rose Lee, Harpo Marx, Johnny Weissmuller, And Many More In This Star-Studded Production. At The Time, Profits For This Film Were Entirely Donated To Various Wartime Fundraising Efforts.",
s919,Movie,Springtime in the Sierras,William Witney,"Roy Rogers, Jane Frazee, Stephanie Bachelor, Roy Barcroft, Andy Devine",1947,Pg,53,Min,Western,"A Criminal Gang, Headed By Female Ringleader Jean Loring (Bachelor), Runs A Racket Where They Slaughter Game Out Of Season And Sell The Meat On The Black Market. Roy Becomes Involved When His Best Friend, A Game Warden, Is Murdered By Loring'S Main Henchman Matt Wilkes (Barcroft). In His Investigation, Roy Manages To Find The Freezer Where The Meat Is Kept, Just As Wilkes Finds Him. A Famous Fight Between The Two Ensues In The Freezer, With The Good Camerawork Highlighting The Cramped Spaced Used For The Fight. Roy Of Course Wins, And Manages To Bring The Members Of The Gang To Justice. There Are Many Songs Sung In This Picture By Roy Rogers, His Sweetheart Jane Frazee, And Andy Devine.",
s920,Movie,Spring 1941,Uri Barbash,"Katarzyna Al Abbas, Miroslaw Baka",2007,R,100,Min,Drama,"Dr. Artur Planck And His Family Are Seeking Shelter From Germans Storming Poland. They Find A Safe House In The Farm Of Emilia. Amidst The Horrors Of The War That Surround Them, An Impossible Love Triangle Erupts As Emelia Uncontrollably Falls In Love With Artur. Such A Fragile Arrangement Is Sustained By Love - Or Is It Just The Will To Survive?",
s921,Movie,Spooks Run Wild,Phil Rosen,"Bela Lugosi, Leo Gorcey, Bobby Jordan, Huntz Hall, Ernest Morrison, Dave O'Brien, Dorothy Short, David Gorcey, Donald Haines, Dennis Moore, P.J. Kelly, Angelo Rossitto, Guy Wilkerson, Jack Carr, Pat Costello, George Eldredge, Joe Kirk, Rosemary Portia",1941,Pg,71,Min,"Comedy, Horror","The East Side Kids Are Sent To A Mountain Camp. Stranded In A Small Rural Town, They Hear About A ""Monster Killer"" Roaming The Countryside. At Night, They Sneak Out. Peewee Is Shot By A Grave-Digger, And They Are Forced To Seek Aid At An Old Mansion. The Owner Of The Mansion (Lugosi), Insists That The Boys Spend The Night. After Seeing Peewee Walk Around The House In A Trance, The Boys Decide That The Man Turned Him Into A Zombie. They Gang Up On Him And Tie Him Up. The Nurse At The Boys Camp (Dorothy Short) Sets Out To Find The Missing Boys With Von Grosch (Dennis Moore), Who Has Come To Rid The Town Of The Killer- Or Has He?",
s922,TV Show,SpongeBob SquarePants,Not Mentioned,"Tom Kenny, Bill Fagerbakke, Rodger Bumpass",2009,Tv-Y7,6,Seasons,Kids,"Who Lives In A Pineapple Under The Sea? Spongebob Squarepants! Follow The Adventures Of This Enthusiastic, Optimistic Sponge Whose Good Intentions Inevitably Lead Him And His Friends Into Trouble.",
s923,TV Show,SpongeBob DocuPants,Not Mentioned,Not Mentioned,2020,Tv-Pg,1,Season,"Drama, Kids","Imagine Classic Spongebob Moments Being Told Through The Lens Of Documentary Shows Like E! True Hollywood Stories, Dateline, Behind The Music Etc. Each Episode Takes An Overly Dramatic Look Into Classic Spongebob Storylines.",
s924,TV Show,Spirited,Not Mentioned,"Claudia Karvan, Matt King, Rodger Corser, Louis Fowler",2010,16+,2,Seasons,Tv Shows,A Dentist Suzy Meets The Ghost Of An 80S English Rock Star Henry Mallet,
s925,Movie,Spirit Rider,Michael J.F. Scott,"Graham Greene, Tantoo Cardinal, Adam Beach, Tom Jackson",1993,13+,96,Min,"Drama, Kids","Jesse Is A Sullen, Alieniated 16-Year-Old Who Has Been Shuttled From One Foster Home To Another Since He Was A Child. He Is Eventually Repatriated To His Family'S Reservation And Left In The Care Of His Grandfather. Gradually Jesse Adjusts To His New Life, Finding Happiness, Love And Family Secrets. Film Advisory Board - Award Of Excellence",
s926,Movie,Spiral,Laura Fairrie,Not Mentioned,2017,13+,78,Min,Special Interest,"Spiral Is The Story Of How A Cycle Of Fear, Hatred, And Violence Has Taken Hold. In Portraying The Resurgence Of Anti-Semitism In France And In The Wider World, The Film Trains Its Gaze On Individuals, Witnesses On All Sides Of The Conflicts That Have Fueled This Escalation.",
s927,TV Show,Spies of Warsaw,Not Mentioned,"David Tennant, Janet Montgomery, Ann Eleonora Jørgensen",2013,Tv-14,1,Season,Drama,"David Tennant And Janet Montgomery Star In This Adaptation Of Alan Furst'S Celebrated Spy Novel Set In Poland, Paris And Berlin In The Years Leading Up To The Second World War. At The French Embassy In Warsaw, The New Military Attaché, Colonel Jean-Francois Mercier, Is Drawn Into A World Of Abduction, Betrayal And Intrigue In The Diplomatic Salons And Back Alleys Of The City.",
s928,TV Show,Speed Dreams - The Fastest Place on Earth,Not Mentioned,Not Mentioned,2013,Tv-14,1,Season,"Documentary, Sports","Follow A Group Of Daredevil Amateur Drivers As They Prepare To Enter The Legendary Land Speed Record-Breaking Event On The Famous Bonneville Speedway. This Documentary Shows How, From Garden Sheds And Garages Across Britain To The Spectacular Salt Flats Of Utah, The Seduction Of Speed Is Addictive. But What Makes Them Risk Life And Limb For Just One Shot At Glory?",
s929,Movie,Special Forces,Stéphane Rybojad,"Diane Kruger, Djimon Hounsou, Benoît Magimel",2013,R,109,Min,"Action, Drama",A French Journalist In Afghanistan Is Kidnapped By The Taliban.,
s930,TV Show,Soviet Storm: World War II in the East,Not Mentioned,"Evgeny Senchukov, Anatoly Bogush",2011,13+,2,Seasons,Documentary,"The Project ""Soviet Storm: Ww2 In The East"" Depicts The Most Important Events And Battles Of World War Ii. The Task Of The Project Is To Illustrate The History Of The War By Means Of Computer Graphics, Motion-Picture Images And Wartime Images.",
s931,Movie,Southward Ho!,Joseph Kane,"Roy Rogers, George ""Gabby"" Hayes, Lynne Roberts, Mary Hart, Wade Boteler, Arthur Loft, Lane Chandler",1939,13+,53,Min,Western,"In The First Western To Team Rogers With Sidekick Gabby Hayes, Roy And Gabby Play Veterans Of The Confederate Army Who Inherit Half-Ownership Of A Texas Ranch. Union Colonel Denbigh (Boteler), Who Owns The Other Half Of The Ranch And Has A Poor Past Relationship With Roy And Gabby, Is Appointed Military Governor Of The District. A New Police Squadron Just Transferred To The District To Help With ""The Reconstruction"" Is Discovered To Be Made Up Entirely Of Outlaws Masquerading As Policemen, Who Rob The Surrounding Ranches In Disguise. The Criminals Murder The Colonel, And It Is Up To Roy And Gabby To Restore Peace And Lawfullness Back To The Territory. Roy Even Finds The Time To Romance The Colonel'S Daughter, Ellen (Hart), And Sing A Couple Of Songs.",
s932,Movie,Soul to Keep,"David Allensworth, Monière","Sandra Mae Frank, Aurora Heimbach, Kate Rose Reynolds, Tony Spitz, Jordan Theodore",2019,16+,94,Min,"Drama, Horror","Beelzebub, An Ancient Demon Hellbent On Consuming And Possessing Souls, Preys On Millennials At A Rundown Country House. With An Agenda That Spans Thousands Of Years To Bring Hell To Earth, This Prince Of Hell Has Finally Arrived.",
s933,Movie,Soothing Waterfalls with Music,Mark Knight,Mary Kay Kayaltizer,2019,Not Rated,60,Min,"Documentary, Special Interest",Sharecare Windows Presents The Beauty Of The Great Outdoors Inside. Relax With Beautiful Waterfalls From Around The World. This Original Collection Showcases The Inspirational Beauty Of Nature Accompanied By Original Music Scores Created Exclusively For Sharecare Windows By Mary Kay Kayaltizer.,
s934,Movie,Soothing Surf at Del Norte for Sleep black screen,Mark Knight,Not Mentioned,2018,All,601,Min,Special Interest,"Black Screen Reduces The Blue-Spectrum Light Waves-Known To Inhibit Rem Sleep. Awaken Rested And Refreshed. Accompanied By The Relaxing Ocean Surf And Natural Sounds Filmed On Location In The Remote Centerville Beach Near The California Redwoods. Great For Children, Pets And Anyone With Sleep Issues. For Best Results Adjust Your Monitor Or Tv To The Night Or Darkest Screen Setting.",
s935,Movie,Soothing Surf at Carmel Beach for Sleep,Mark Knight,Not Mentioned,2017,All,480,Min,Special Interest,"8 Hours For A Full Night'S Sleep. Let The Rolling Surf Of The Pacific Lull You To A Deep Slumber. Recorded On Location At Carmel By The Sea, This Ultra-Dark Sleep Video Helps Reduce The Blue-Spectrum Light Emitted By Your Tv Screen. This Helps Enhance Deep Rem Sleep. All Sleepwell Programs Are Included In Your Prime Membership.",
s936,Movie,Soothing Sights and Sounds for Kids,Mark Knioght,Not Mentioned,2012,All,60,Min,Special Interest,"A Relaxing And Engaging Video For Children Of All Ages. Families Can Relax To Sights Including The Chinese Ice Festival, Desert Windmills, Lighthouses, Butterflies And Flowers, Venice Gondolas, Swimming With Fish And Other Relaxing Sights From Around The World.",
s937,Movie,Sonu Ke Titu Ki Sweety,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sunny Singh Nijjar, Ishita Raj Sharma, Alok Nath, Deepika Amin, Ayesha Raza, Virendra Saxena, Rajesh Jais",2018,13+,138,Min,"Comedy, International","Sonu And Titu Are Childhood Friends. Titu Has Always Been A Naive Lover, Who Falls In Love Easily And Sonu Has Always Had To Step In To Save Him. But Sweety Is The Perfect Bride And Titu Is Head Over Heels In Love With Her. Sonu'S Instinct To Protect Titu At Whatever Cost, Makes Him Feel That She'S Too Good To Be True.",
s938,TV Show,Sons of the Soil : Jaipur Pink Panthers,,Abhishek Bachchan,2020,13+,1,Season,"Documentary, Drama, Sports","As Kabaddi’S Popularity Explodes Across India With The Rise Of Pro Kabaddi League, Bollywood Actor Abhishek Bachchan Who Owns The Pkl Team - Jaipur Pink Panthers Is Determined To Go For The Winning Title After 6 Seasons Of Not Being Able To Make A Mark In The League. He Gambles On A Talented But Young And Inexperienced Group Of Players In His Quest To Win Season 7 Of Kabaddi'S Biggest Competition.",
s939,TV Show,Sonic X,Not Mentioned,"Jason Griffith, Mike Pollock, Suzanne Goldish, Lisa Ortiz, Amy Palant, Rebecca Honig, Kathleen Delaney, Matt Hoverman, Amy Birnbaum, Darren Dunstan, Andrew Rannells, Gregory Abbey, Oliver Wyman, James Carter Cathcart, Kayzie Rogers, Rachael Lillis",2005,Tv-Y7,3,Seasons,"Animation, Anime, Kids","Sonic, His Friends, And The Evil Dr. Eggman Are Sucked Into A Warp! They Find Themselves In The Human World Where Sonic Finds A New Friend, A Young Boy Named Chris. Sonic Speeds Through Battles With Eggman, Trying To Retrieve All Of The Chaos Emeralds So That Everyone Can Go Back Home!",
s940,Movie,Song One,Kate Barker-Froyland,"Anne Hathaway, Johnny Flynn, Mary Steenburgen, Ben Rosenfield",2015,Pg-13,88,Min,"Arthouse, Arts, Entertainment, And Culture, Drama","Oscar Winner Anne Hathaway Stars As Franny In This Romance Set In Brooklyn'S Indie Music Scene. After Her Brother Is In An Accident, Franny Returns Home Only To Fall In Love With Her Brother'S Musical Idol.",
s941,Movie,Song of the Cloud Forest,Jim Henson,"Dave Goelz, Jerry Nelson, Steve Whitmire, Kevin Clash, Camille Bonora, Ricky Boyd, Fran Brill",1989,Not Rated,24,Min,"Fantasy, Kids","Jim Henson'S ""Song Of The Cloud Forest"" Features A Vibrant Blend Of Music, Puppetry And Animation In A Unique Celebration Of The Rain Forests.",
s942,Movie,Song of Texas,Joseph Kane,"Roy Rogers, Sheila Ryan, Harry Shannon, Barton Maclane, Bob Nolan And The Sons Of The Pioneers, Yakima Canutt, Hank Bell",1943,13+,53,Min,Western,"Former Rodeo Star Roy Rogers Decides To Help His Old Friend, Ex-Rodeo Champ Sam Bennett (Shannon), When He Discovers That Sam Bragged To His East Coast Daughter Sue (Ryan) That He Actually Owns Roy'S Prosperous And Large Ranch, Wanting To Impress Her. When Sue Arrives, She Sees Roy Working For An Apparently Wealthy And Prosperous Sam. But Trouble Brews On The Horizon When Crooked Rodeo Owner Jim Calvert (Maclane) Learns Of The Subterfuge, And Decides To Exploit It To His Own Gain.",
s943,Movie,Song Of Texas,Joseph Kane,"Roy Rogers, Sheila Ryan",1943,All,53,Min,Action,"Roy ""Loans"" His Ranch To A Ranch-Hand - A Former Rodeo Champion, Now A Reformed Alcoholic - To Help Him Impress His Daughter. However, Roy Is Stymied When She Sells Half To A Foe. To Get Back His Property, Roy Must Win A Chuck-W",
s944,Movie,Song Of Arizona,Frank Mcdonald,"Roy Rogers, George ""Gabby"" Hayes, Dale Evans, Lyle Talbot, Tommy Cook, Bob Nolan & The Sons Of The Pioneers",1946,Pg,60,Min,"Arts, Entertainment, And Culture, Drama, Western","Gabby Whittaker (Hayes) Runs An Arizona Ranch For Homeless And Wayward Boys That Is In Financial Trouble. One Of The Boys, Chip Blaine (Cook), Is The Son Of Notorious Bank Robber King Blaine (Talbot). When Chip Hears That His Father Has Been Killed, He Decides To Dig Up The Cache Of Stolen Money His Father Gave Him To Hide, Wanting To Use It To Help Pay Off Gabby'S Mortgage. However, His Father'S Gang Wants The Money And Rides In To Take It. The Sons Of The Pioneers Assist Roy And Gabby To Fight The Outlaws. Chip Learns That Using Stolen Money Is Never A Good Thing To Do.",
s945,Movie,Son of the Navy,William Nigh,"James Dunn, Jean Parker, Martin Spellman, Selmer Jackson, Dave O'Brien, Charles King",1940,18+,71,Min,"Comedy, Drama","Steve Moore (Dunn) Is Trying To Get Back To His Base At San Pedro When He Meets Orphan Boy Tommy (Spellman) And His Dog, Who Is Looking For A Mother And Father To Adopt Him. Steve Decides To Pretend That Tommy Is His Son So That It Will Be Easier To Get A Ride. However, Tommy Likes The Idea A Little Too Much And Decides Steve Will Be His Permanent Father. Steve Then Decides That Tommy Is Too Troublesome, And Tries To Get Rid Of Him Several Times, But Eventually Comes To Care For Tommy, And Comes To The Decision To Legally Adopt The Boy. Soon They Meet A Pretty Lady (Parker), And Both Father And Son Do All They Can To Woo Her And Complete Their Little Family.",
